25,1582,72,77,63,3,40,1263,1,1,3,1,4,1,GK,26,193.04,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,26,27,23,13,22,20,46,26,59,57,49,64,49,18,60,14,70,16,37,13,12,50,42,53,11,20,20,73,69,75,70,74,5.8
29,1222,83,83,63,25.5,145,2100,1,3,5,4,4,1,RM,7,177.8,165,79,79,79,84,83,83,83,84,84,84,84,83,81,81,81,83,73,71,71,71,73,70,62,62,62,70,77,74,53,80,81,84,83,64,71,86,84,78,87,79,85,85,69,83,62,73,69,64,82,84,72,76,41,53,55,5,11,14,5,7,48.5
25,1472,79,82,63,13,89,1937,2,2,2,3,5,2,LB,31,182.88,187,72,72,72,71,72,72,72,71,70,70,70,72,71,71,71,72,78,76,76,76,78,78,80,80,80,78,77,59,74,76,48,73,43,25,53,74,68,75,49,77,55,82,76,79,90,58,93,73,66,60,44,72,73,81,80,15,9,16,7,9,25.7
36,1435,82,82,63,3,60,1166,2,4,3,1,4,1,GK,1,195.58,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,19,35,17,12,13,19,33,22,35,38,46,77,34,21,50,32,63,11,17,23,13,53,23,63,12,13,12,78,82,70,83,79,5.7
25,1393,77,79,63,9,76,1958,1,1,3,3,5,3,RDM,17,180.34,163,67,67,67,69,70,70,70,69,72,72,72,72,76,76,76,72,76,78,78,78,76,75,73,73,73,75,66,57,57,80,39,68,69,56,77,76,58,60,65,75,62,76,69,92,68,67,73,76,63,70,62,77,76,74,72,7,15,15,12,6,17.8
27,1631,77,77,63,9.5,95,1965,1,3,3,3,8,1,LW,21,185.42,161,80,80,80,79,79,79,79,79,78,78,78,78,72,72,72,78,63,62,62,62,63,61,58,58,58,61,69,75,78,75,76,78,61,62,64,78,76,83,76,78,62,78,80,74,75,69,75,32,79,71,70,76,47,38,33,9,10,6,12,16,18.1
22,1631,76,83,63,9.5,64,1694,1,1,3,2,4,3,CB,16,187.96,165,55,55,55,57,57,57,57,57,59,59,59,61,64,64,64,61,70,73,73,73,70,72,77,77,77,72,52,30,75,72,27,62,33,30,61,67,58,61,58,70,67,48,75,68,76,27,72,77,40,57,38,79,77,78,76,14,11,10,14,13,20
20,1631,71,84,63,4.5,38,1836,1,1,3,3,4,3,CM,15,177.8,157,66,66,66,72,71,71,71,72,72,72,72,72,71,71,71,72,70,69,69,69,70,68,63,63,63,68,64,56,38,74,44,73,60,36,69,72,82,85,76,69,70,65,55,69,66,62,58,66,66,70,54,77,57,66,60,15,9,7,10,13,11.4
26,1631,69,71,63,1,34,1840,1,2,2,3,8,3,RB,25,185.42,170,63,63,63,65,64,64,64,65,64,64,64,67,66,66,66,67,70,69,69,69,70,70,70,70,70,70,71,41,62,66,60,67,60,52,64,68,58,73,60,69,66,72,63,64,69,41,71,66,67,62,49,62,69,73,72,12,15,15,11,12,2
17,1631,64,85,63,0.975,10,1604,1,1,3,4,7,3,LW,55,182.88,141,61,61,61,66,64,64,64,66,64,64,64,65,57,57,57,65,52,47,47,47,52,49,40,40,40,49,60,61,36,59,55,67,67,58,49,67,78,79,73,53,68,69,47,61,44,60,39,24,58,59,64,60,37,30,31,11,8,14,8,10,2.8
19,1631,64,84,63,0.975,10,1527,1,1,3,3,4,3,ST,49,175.26,154,65,65,65,64,65,65,65,64,63,63,63,62,55,55,55,62,44,41,41,41,44,42,36,36,36,42,33,66,51,54,56,65,43,38,46,62,87,82,76,66,72,60,73,54,56,59,43,16,65,52,57,60,14,19,15,12,10,11,9,5,2.8
22,1631,63,70,63,0.425,12,1659,2,1,2,2,7,3,LB,39,177.8,159,56,56,56,62,60,60,60,62,60,60,60,63,59,59,59,63,64,60,60,60,64,63,59,59,59,63,58,36,45,60,37,63,48,44,58,62,88,88,74,55,67,55,64,64,56,58,59,59,53,50,34,52,56,57,59,11,8,7,14,12,0.893
18,1631,61,79,63,0.525,7,1618,1,1,3,3,4,3,CM,59,182.88,157,55,55,55,59,59,59,59,59,61,61,61,61,61,61,61,61,59,60,60,60,59,58,56,56,56,58,44,36,41,64,42,62,51,46,62,62,68,74,70,54,72,58,55,63,62,46,55,56,58,64,47,60,54,55,51,11,6,12,8,9,1.3
17,1631,60,78,63,0.375,5,1355,1,1,3,2,5,3,CB,47,193.04,165,42,42,42,40,41,41,41,40,41,41,41,42,45,45,45,42,54,55,55,55,54,56,61,61,61,56,34,25,55,43,35,34,34,29,37,41,54,49,49,56,57,41,70,58,63,27,48,60,32,37,43,50,61,70,63,10,11,5,10,14,0.947
19,1631,58,74,63,0.24,4,1464,1,1,3,2,4,3,RB,52,177.8,159,50,50,50,53,51,51,51,53,50,50,50,54,49,49,49,54,58,53,53,53,58,58,56,56,56,58,49,37,44,46,29,50,43,34,30,52,74,78,55,58,65,33,62,65,63,35,58,56,49,44,42,48,52,54,56,10,13,7,11,10,0.606
27,1726,85,86,63,45,180,2060,1,3,4,4,8,1,ST,9,175.26,161,85,85,85,84,86,86,86,84,84,84,84,82,77,77,77,82,65,63,63,63,65,62,57,57,57,62,64,88,73,80,81,85,74,71,59,83,81,84,85,85,85,83,76,79,73,75,70,42,86,76,84,85,29,42,30,11,6,9,5,6,88.9
32,1726,82,82,63,12.5,115,1807,1,3,3,2,5,3,CB,6,185.42,165,60,60,60,61,61,61,61,61,63,63,63,63,68,68,68,63,74,78,78,78,74,77,83,83,83,77,52,32,80,76,35,62,22,49,69,66,64,66,65,76,61,54,78,62,75,47,86,84,41,56,51,75,80,84,83,13,11,9,11,7,23.8
19,1726,71,84,63,4,20,1860,1,1,3,3,5,3,CDM,29,185.42,150,64,64,64,67,66,66,66,67,69,69,69,68,71,71,71,68,69,71,71,71,69,68,68,68,68,68,67,56,64,74,49,69,68,55,75,68,66,60,64,67,65,69,66,69,63,65,73,71,51,73,49,73,62,69,64,6,13,6,13,11,10
29,1277,88,88,63,59,265,2069,1,3,4,4,3,3,LM,14,187.96,176,87,87,87,86,86,86,86,86,84,84,84,84,76,76,76,84,67,61,61,61,67,64,55,55,55,64,77,88,79,77,86,79,80,74,64,82,93,95,76,87,70,82,79,76,76,79,43,48,90,77,76,86,27,25,36,6,9,15,9,9,112.1
29,1588,86,86,63,43.5,190,1911,2,4,2,4,3,3,CAM,10,180.34,168,78,78,78,85,84,84,84,85,87,87,87,85,81,81,81,85,60,59,59,59,60,55,43,43,43,55,83,73,54,89,80,84,84,77,82,90,72,69,79,84,70,70,48,69,57,75,48,24,83,91,67,82,24,16,19,6,14,10,6,14,82.7
26,1588,84,87,63,27,115,1278,1,3,4,1,4,1,GK,12,190.5,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13,45,10,16,9,8,40,22,46,52,52,80,44,23,73,43,68,14,28,22,7,54,23,66,27,15,18,84,82,75,85,82,53.3
26,1588,82,84,63,22.5,115,1914,1,3,3,2,5,1,RCB,20,182.88,181,67,67,67,64,65,65,65,64,66,66,66,65,70,70,70,65,75,79,79,79,75,77,83,83,83,77,53,58,81,77,51,53,55,47,69,70,58,65,63,82,67,66,83,68,78,52,82,82,50,55,54,73,80,82,82,11,9,15,10,6,44.4
30,1428,84,84,63,23,140,1797,1,3,2,2,5,1,RCB,19,185.42,187,65,65,65,59,61,61,61,59,59,59,59,60,62,62,62,60,73,74,74,74,73,76,84,84,84,76,47,44,85,60,46,58,29,35,51,58,64,73,60,81,64,77,86,69,86,48,88,77,49,45,24,82,85,87,85,6,8,5,12,5,43.7
20,1428,68,83,63,1.8,21,1457,1,1,2,2,5,1,CB,27,193.04,194,46,46,46,43,43,43,43,43,43,43,43,46,48,48,48,46,58,60,60,60,58,61,68,68,68,61,37,30,66,47,30,41,32,37,48,42,52,60,55,57,39,45,67,64,79,26,65,62,30,37,42,53,70,74,72,12,11,11,10,7,4.5
22,1427,78,84,63,14,81,1739,1,1,3,4,4,1,LM,17,185.42,165,71,71,71,78,77,77,77,78,79,79,79,78,72,72,72,78,59,56,56,56,59,53,44,44,44,53,67,64,42,81,48,84,50,40,63,84,80,77,76,75,75,67,47,74,70,54,46,24,75,80,59,72,30,26,23,14,7,12,14,11,29.4
23,1591,80,85,63,16.5,85,1990,1,3,3,3,6,3,RB,2,177.8,163,68,68,68,76,73,73,73,76,74,74,74,78,74,74,74,78,82,77,77,77,82,82,76,76,76,82,76,52,60,76,41,75,63,50,59,78,94,91,82,78,77,52,63,84,58,43,72,77,67,66,62,70,75,78,80,8,14,14,13,12,32.6
32,1591,80,80,63,8,99,2011,2,2,3,3,7,3,LB,18,177.8,159,70,70,70,72,72,72,72,72,72,72,72,73,74,74,74,73,79,78,78,78,79,79,79,79,79,79,76,55,72,77,58,73,74,52,61,77,72,67,70,82,73,74,74,74,65,61,77,81,66,66,61,76,80,83,81,7,5,9,3,5,15.2
21,1591,68,77,63,1.2,21,1672,1,1,4,3,7,3,CB,53,180.34,139,54,54,54,59,57,57,57,59,59,59,59,61,61,61,61,61,67,67,67,67,67,68,69,69,69,68,53,32,62,71,37,66,40,44,59,70,71,70,73,59,69,38,75,61,65,35,66,72,41,40,43,59,65,68,70,14,15,8,11,9,2.5
25,1599,81,84,63,22,115,1978,2,3,2,3,4,1,LDM,10,185.42,181,71,71,71,72,74,74,74,72,77,77,77,74,82,82,82,74,74,80,80,80,74,73,74,74,74,73,71,49,62,85,50,70,73,77,85,80,47,49,49,77,61,88,32,80,75,80,92,71,77,81,63,74,68,72,68,7,8,11,7,13,43.5
34,1599,79,79,63,3.6,94,2020,1,3,3,3,8,3,RB,2,182.88,168,70,70,70,73,72,72,72,73,72,72,72,74,75,75,75,74,80,79,79,79,80,80,80,80,80,80,78,45,70,77,62,76,68,66,70,76,65,69,73,79,77,74,73,76,70,68,82,82,66,62,64,80,78,80,80,4,3,2,3,2,6.8
21,1501,65,75,63,0.875,15,1642,1,1,3,3,4,3,CM,60,180.34,154,58,58,58,63,62,62,62,63,66,66,66,64,65,65,65,64,56,58,58,58,56,55,51,51,51,55,51,49,49,73,55,64,65,54,71,70,65,56,65,59,73,51,53,60,58,45,40,38,55,70,56,65,41,48,49,10,14,12,13,10,1.8
22,1609,82,87,63,25,98,2111,1,2,3,3,5,1,LCM,14,167.64,141,70,70,70,76,75,75,75,76,77,77,77,77,80,80,80,77,82,83,83,83,82,81,79,79,79,81,74,50,55,83,65,78,66,76,77,81,81,74,83,79,93,78,52,85,66,74,85,87,65,74,48,78,84,84,75,5,5,13,7,9,49.4
27,1525,82,83,63,25,130,2110,1,3,3,3,8,3,CAM,10,182.88,168,78,78,78,80,81,81,81,80,82,82,82,81,83,83,83,81,78,78,78,78,78,75,72,72,72,75,75,74,58,84,79,81,70,66,80,82,64,69,73,81,74,81,66,89,67,74,73,69,84,79,75,81,66,70,67,6,11,5,10,8,49.4
31,1472,79,79,41,7.5,52,1234,1,3,2,1,4,3,GK,27,198.12,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,12,26,12,16,17,15,32,24,52,58,52,74,40,28,38,36,80,12,42,21,11,34,40,61,18,11,12,80,80,72,77,79,14.3
